,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,Reported1st case
24,Malaysia,2908,,45.0,,645.0,2218,102.0,90.0,1.0,Jan 24
25,Russia,2777,,24.0,,190.0,2563,8.0,19.0,0.2,Jan 30
26,Ecuador,2758,,98.0,,58.0,2602,100.0,156.0,6.0,Feb 28
27,Poland,2554,,43.0,,56.0,2455,50.0,67.0,1.0,Mar 03
28,Romania,2460,,92.0,,252.0,2116,57.0,128.0,5.0,Feb 25
29,Japan,2384,,57.0,,472.0,1855,69.0,19.0,0.5,Jan 14
30,Luxembourg,2319,,29.0,,80.0,2210,31.0,3705.0,46.0,Feb 28
31,Philippines,2311,,96.0,,50.0,2165,1.0,21.0,0.9,Jan 29
32,Pakistan,2118,,27.0,,94.0,1997,12.0,10.0,0.1,Feb 25
33,India,1998,,58.0,,148.0,1792,,1.0,0.04,Jan 29
34,Thailand,1771,,12.0,,505.0,1254,23.0,25.0,0.2,Jan 12
35,Saudi Arabia,1720,,16.0,,264.0,1440,31.0,49.0,0.5,Mar 01
36,Indonesia,1677,,157.0,,103.0,1417,,6.0,0.6,Mar 01
37,Finland,1446,,17.0,,10.0,1419,62.0,261.0,3.0,Jan 28
38,Greece,1415,,51.0,,52.0,1312,90.0,136.0,5.0,Feb 25
39,South Africa,1380,,5.0,,50.0,1325,7.0,23.0,0.08,Mar 04
40,Peru,1323,,38.0,,394.0,891,49.0,40.0,1.0,Mar 05
41,Panama,1317,,32.0,,9.0,1276,50.0,305.0,7.0,Mar 09
42,Dominican Republic,1284,,57.0,,9.0,1218,,118.0,5.0,Feb 29
43,Iceland,1220,,2.0,,236.0,982,12.0,3575.0,6.0,Feb 27
44,Mexico,1215,,29.0,,35.0,1151,1.0,9.0,0.2,Feb 27
45,Argentina,1133,,32.0,,248.0,853,,25.0,0.7,Mar 02
46,Colombia,1065,,17.0,,39.0,1009,47.0,21.0,0.3,Mar 05
47,Serbia,1060,,28.0,,42.0,990,62.0,121.0,3.0,Mar 05
48,Singapore,1000,,3.0,,245.0,752,24.0,171.0,0.5,Jan 22
49,Croatia,963,,6.0,,73.0,884,34.0,235.0,1.0,Feb 24
50,Algeria,847,,58.0,,61.0,728,,19.0,1.0,Feb 24
51,Slovenia,841,,15.0,,10.0,816,31.0,405.0,7.0,Mar 03
52,Qatar,835,,2.0,,71.0,762,37.0,290.0,0.7,Feb 28
53,UAE,814,,8.0,,61.0,745,2.0,82.0,0.8,Jan 28
54,New Zealand,797,89.0,1.0,,92.0,704,2.0,165.0,0.2,Feb 27
55,Ukraine,794,,20.0,,13.0,761,,18.0,0.5,Mar 02
56,Egypt,779,,52.0,,179.0,548,,8.0,0.5,Feb 13
57,Estonia,779,,5.0,,33.0,741,15.0,587.0,4.0,Feb 26
58,Hong Kong,766,,4.0,,147.0,615,5.0,102.0,0.5,Jan 22
59,Iraq,728,,52.0,,182.0,494,,18.0,1.0,Feb 21
60,Diamond Princess,712,,11.0,,603.0,98,15.0,,,Feb 04
61,Morocco,654,,39.0,,29.0,586,1.0,18.0,1.0,Mar 01
62,Lithuania,581,,8.0,,7.0,566,11.0,213.0,3.0,Feb 27
63,Armenia,571,,4.0,,31.0,536,30.0,193.0,1.0,Feb 29
64,Bahrain,569,,4.0,,337.0,228,3.0,334.0,2.0,Feb 23
65,Hungary,525,,20.0,,40.0,465,17.0,54.0,2.0,Mar 03
66,Lebanon,479,,14.0,,43.0,422,5.0,70.0,2.0,Feb 20
67,Bosnia and Herzegovina,459,,13.0,,19.0,427,1.0,140.0,4.0,Mar 04
68,Latvia,446,,,,1.0,445,3.0,236.0,,Mar 01
69,Tunisia,423,,12.0,,5.0,406,10.0,36.0,1.0,Mar 01
70,Moldova,423,,5.0,,23.0,395,44.0,105.0,1.0,Mar 06
71,Bulgaria,422,,10.0,,20.0,392,18.0,61.0,1.0,Mar 06
72,Slovakia,400,,1.0,,3.0,396,1.0,73.0,0.2,Mar 05
73,Andorra,390,,14.0,,10.0,366,12.0,5048.0,181.0,Mar 01
74,Kazakhstan,380,,3.0,,26.0,351,6.0,20.0,0.2,Mar 12
75,Costa Rica,375,,2.0,,4.0,369,9.0,74.0,0.4,Mar 04
76,Azerbaijan,359,,5.0,,26.0,328,7.0,35.0,0.5,Feb 27
77,North Macedonia,354,,11.0,,17.0,326,4.0,170.0,5.0,Feb 25
78,Uruguay,350,,2.0,,62.0,286,15.0,101.0,0.6,Mar 12
79,Taiwan,329,,5.0,,45.0,279,,14.0,0.2,Jan 20
80,Cyprus,320,,9.0,,28.0,283,11.0,265.0,7.0,Mar 08
81,Kuwait,317,,,,80.0,237,14.0,74.0,,Feb 23
82,Burkina Faso,282,,16.0,,46.0,220,,13.0,0.8,Mar 08
83,Réunion,281,,,,40.0,241,3.0,314.0,,Mar 10
84,Jordan,278,,5.0,,36.0,237,5.0,27.0,0.5,Mar 01
85,Albania,259,,15.0,,67.0,177,7.0,90.0,5.0,Mar 07
86,Afghanistan,237,,4.0,,5.0,228,,6.0,0.1,Feb 23
87,San Marino,236,,28.0,,13.0,195,16.0,6955.0,825.0,Feb 26
88,Cameroon,233,,6.0,,10.0,217,,9.0,0.2,Mar 05
89,Vietnam,222,4.0,,,63.0,159,3.0,2.0,,Jan 22
90,Cuba,212,,6.0,,12.0,194,3.0,19.0,0.5,Mar 10
91,Oman,210,,1.0,,34.0,175,3.0,41.0,0.2,Feb 23
92,Ghana,195,,5.0,,31.0,159,1.0,6.0,0.2,Mar 11
93,Ivory Coast,190,,1.0,,9.0,180,,7.0,0.04,Mar 10
94,Senegal,190,,1.0,,45.0,144,,11.0,0.06,Mar 01
95,Malta,188,,,,2.0,186,2.0,426.0,,Mar 06
96,Uzbekistan,181,,2.0,,12.0,167,8.0,5.0,0.06,Mar 14
97,Nigeria,174,,2.0,,9.0,163,,0.8,0.01,Feb 27
98,Faeroe Islands,173,,,,75.0,98,1.0,3541.0,,Mar 03
99,Honduras,172,,10.0,,3.0,159,4.0,17.0,1.0,Mar 10
100,Channel Islands,172,,3.0,,,169,,989.0,17.0,Mar 08
101,Belarus,163,,2.0,,53.0,108,2.0,17.0,0.2,Feb 27
102,Mauritius,161,,6.0,,,155,1.0,127.0,5.0,Mar 17
103,Sri Lanka,146,,3.0,,21.0,122,5.0,7.0,0.1,Jan 26
104,Venezuela,144,,3.0,,43.0,98,6.0,5.0,0.1,Mar 12
105,Martinique,135,,3.0,,27.0,105,16.0,360.0,8.0,Mar 04
106,Palestine,134,,1.0,,18.0,115,,26.0,0.2,Mar 04
107,Brunei,131,,1.0,,52.0,78,3.0,299.0,2.0,Mar 08
108,Guadeloupe,125,,6.0,,24.0,95,14.0,312.0,15.0,Mar 12
109,Montenegro,123,,2.0,,,121,4.0,196.0,3.0,Mar 16
110,Georgia,117,,,,23.0,94,6.0,29.0,,Feb 25
111,Bolivia,115,,7.0,,1.0,107,3.0,10.0,0.6,Mar 09
112,Kyrgyzstan,111,,,,3.0,108,3.0,17.0,,Mar 17
113,DRC,109,,9.0,,3.0,97,,1.0,0.1,Mar 09
114,Cambodia,109,,,,25.0,84,1.0,7.0,,Jan 26
115,Mayotte,101,,1.0,,10.0,90,3.0,370.0,4.0,Mar 13
116,Trinidad and Tobago,90,,5.0,,1.0,84,,64.0,4.0,Mar 11
117,Rwanda,82,,,,,82,,6.0,,Mar 13
118,Kenya,81,,1.0,,3.0,77,2.0,2.0,0.02,Mar 12
119,Gibraltar,81,,,,34.0,47,,2404.0,,Mar 02
120,Paraguay,77,8.0,3.0,,2.0,72,4.0,11.0,0.4,Mar 06
121,Niger,74,,5.0,,,69,,3.0,0.2,Mar 18
122,Liechtenstein,72,,,,,72,,1888.0,,Mar 02
123,Isle of Man,68,,1.0,,,67,,800.0,12.0,Mar 18
124,Madagascar,57,,,,,57,6.0,2.0,,Mar 19
125,Monaco,55,,1.0,,2.0,52,2.0,1402.0,25.0,Feb 27
126,Aruba,55,,,,1.0,54,,515.0,,Mar 12
127,Bangladesh,54,,6.0,,25.0,23,1.0,0.3,0.04,Mar 07
128,French Guiana,51,,,,15.0,36,,171.0,,Mar 06
129,Guatemala,46,7.0,1.0,,12.0,33,1.0,3.0,0.06,Mar 12
130,Barbados,45,,,,,45,,157.0,,Mar 16
131,Jamaica,44,,3.0,,2.0,39,,15.0,1.0,Mar 09
132,Uganda,44,,,,,44,,1.0,,Mar 20
133,Macao,41,,,,10.0,31,,63.0,,Jan 21
134,French Polynesia,37,,,,,37,1.0,132.0,,Mar 10
135,Togo,36,,2.0,,10.0,24,,4.0,0.2,Mar 05
136,Zambia,36,,,,,36,,2.0,,Mar 17
137,El Salvador,33,,2.0,,,31,4.0,5.0,0.3,Mar 18
138,Djibouti,33,,,,,33,,33.0,,Mar 17
139,Bermuda,32,,,,10.0,22,,514.0,,Mar 17
140,Mali,31,,3.0,,,28,,2.0,0.1,Mar 24
141,Guinea,30,,,,,30,,2.0,,Mar 12
142,Ethiopia,29,,,,2.0,27,2.0,0.3,,Mar 12
143,Congo,22,,2.0,,,20,,4.0,0.4,Mar 14
144,Cayman Islands,22,,1.0,,,21,,335.0,15.0,Mar 12
145,Saint Martin,22,,1.0,,2.0,19,,569.0,26.0,Feb 29
146,Bahamas,21,,1.0,,1.0,19,,53.0,3.0,Mar 14
147,Tanzania,20,,1.0,,1.0,18,,0.3,0.02,Mar 15
148,Guyana,19,,3.0,,,16,,24.0,4.0,Mar 11
149,Maldives,19,,,,13.0,6,,35.0,,Mar 06
150,Gabon,18,,1.0,,,17,,8.0,0.4,Mar 12
151,Myanmar,16,,1.0,,,15,,0.3,0.02,Mar 22
152,Sint Maarten,16,,1.0,,6.0,9,,373.0,23.0,Mar 17
153,Haiti,16,,,,1.0,15,,1.0,,Mar 19
154,New Caledonia,16,,,,1.0,15,,56.0,,Mar 17
155,Equatorial Guinea,15,,,,1.0,14,,11.0,,Mar 13
156,Eritrea,15,,,,,15,,4.0,,Mar 20
157,Mongolia,14,,,,2.0,12,,4.0,,Mar 09
158,Namibia,14,,,,2.0,12,,6.0,,Mar 13
159,Benin,13,,,,1.0,12,,1.0,,Mar 15
160,Saint Lucia,13,,,,1.0,12,,71.0,,Mar 12
161,Dominica,12,,,,,12,,167.0,,Mar 21
162,Curaçao,11,,1.0,,3.0,7,,67.0,6.0,Mar 12
163,Syria,10,,2.0,,,8,,0.6,0.1,Mar 21
164,Greenland,10,,,,2.0,8,,176.0,,Mar 15
165,Grenada,10,1.0,,,,10,,89.0,,Mar 21
166,Laos,10,,,,,10,,1.0,,Mar 23
167,Libya,10,,,,,10,,1.0,,Mar 23
168,Mozambique,10,,,,,10,,0.3,,Mar 21
169,Seychelles,10,,,,,10,,102.0,,Mar 13
170,Suriname,10,,,,,10,,17.0,,Mar 12
171,MS Zaandam,9,,2.0,,,7,,,,Mar 26
172,Guinea-Bissau,9,,,,,9,,5.0,,Mar 24
173,Eswatini,9,,,,,9,,8.0,,Mar 13
174,Angola,8,,2.0,,1.0,5,,0.2,0.06,Mar 19
175,Zimbabwe,8,,1.0,,,7,,0.5,0.07,Mar 19
176,Saint Kitts and Nevis,8,,,,,8,,150.0,,Mar 24
177,Sudan,7,,2.0,,2.0,3,,0.2,0.05,Mar 12
178,Antigua and Barbuda,7,,,,,7,,71.0,,Mar 12
179,Chad,7,,,,,7,,0.4,,Mar 18
180,Cabo Verde,6,,1.0,,,5,,11.0,2.0,Mar 19
181,Mauritania,6,,1.0,,2.0,3,,1.0,0.2,Mar 12
182,Vatican City,6,,,,,6,,7491.0,,Mar 05
183,Liberia,6,,,,,6,,1.0,,Mar 15
184,St. Barth,6,,,,1.0,5,,607.0,,Feb 29
185,Turks and Caicos,6,,,,,6,,155.0,,Mar 22
186,Nicaragua,5,,1.0,,,4,,0.8,0.2,Mar 18
187,Nepal,5,,,,1.0,4,,0.2,,Jan 23
188,Fiji,5,,,,,5,,6.0,,Mar 18
189,Montserrat,5,,,,,5,,1002.0,,Mar 17
190,Somalia,5,,,,1.0,4,,0.3,,Mar 15
191,Botswana,4,,1.0,,,3,,2.0,0.4,Mar 29
192,Gambia,4,,1.0,,2.0,1,,2.0,0.4,Mar 16
193,Bhutan,4,,,,,4,,5.0,,Mar 05
194,Belize,3,,,,,3,,8.0,,Mar 22
195,British Virgin Islands,3,,,,,3,,99.0,,Mar 24
196,CAR,3,,,,,3,,0.6,,Mar 14
197,Anguilla,2,,,,,2,,133.0,,Mar 25
198,Burundi,2,,,,,2,,0.2,,Mar 30
199,Caribbean Netherlands,2,,,,,2,,76.0,,Mar 31
200,St. Vincent Grenadines,2,,,,1.0,1,,18.0,,Mar 10
201,Sierra Leone,2,,,,,2,,0.3,,Mar 30
202,Papua New Guinea,1,,,,,1,,0.1,,Mar 19
203,Timor-Leste,1,,,,,1,,0.8,,Mar 20
204,China,81554,,3312.0,,76238.0,2004,466.0,57.0,2.0,Jan 10
205,Total:,935571,374.0,47205.0,13.0,194260.0,694106,35478.0,120.0,6.1,
