,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
28,Pakistan,1000,28.0,7.0,,19.0,974,5.0,5.0,0.03
29,Thailand,934,107.0,4.0,,52.0,878,7.0,13.0,0.06
30,Chile,922,,2.0,,17.0,903,7.0,48.0,0.1
31,Poland,901,,10.0,,1.0,890,3.0,24.0,0.3
32,Romania,794,,12.0,,79.0,703,15.0,41.0,0.6
33,Finland,792,,1.0,,10.0,781,11.0,143.0,0.2
34,Saudi Arabia,767,,1.0,,28.0,738,,22.0,0.03
35,Greece,743,,20.0,,29.0,694,35.0,71.0,2.0
36,Diamond Princess,712,,10.0,,587.0,115,15.0,,
37,South Africa,709,155.0,,,4.0,705,2.0,12.0,
38,Indonesia,686,,55.0,,30.0,601,,3.0,0.2
39,Iceland,648,,2.0,,51.0,595,13.0,1899.0,6.0
40,India,562,26.0,10.0,,40.0,512,,0.4,0.01
41,Singapore,558,,2.0,,156.0,400,14.0,95.0,0.3
42,Philippines,552,,35.0,,20.0,497,1.0,5.0,0.3
43,Qatar,526,,,,41.0,485,6.0,183.0,
44,Russia,495,,1.0,,22.0,472,8.0,3.0,0.01
45,Slovenia,480,,4.0,,3.0,473,12.0,231.0,2.0
46,Panama,443,,6.0,,1.0,436,33.0,103.0,1.0
47,Peru,416,,7.0,,1.0,408,9.0,13.0,0.2
48,Mexico,405,38.0,5.0,1.0,4.0,396,1.0,3.0,0.04
49,Egypt,402,,20.0,,80.0,302,,4.0,0.2
50,Bahrain,392,,3.0,,177.0,212,2.0,230.0,2.0
51,Argentina,387,,6.0,,52.0,329,,9.0,0.1
52,Hong Kong,387,,4.0,,102.0,281,4.0,52.0,0.5
53,Croatia,382,,1.0,,5.0,376,6.0,93.0,0.2
54,Colombia,378,,3.0,,6.0,369,,7.0,0.06
55,Estonia,369,,,,7.0,362,4.0,278.0,
56,Lebanon,318,,4.0,,8.0,306,4.0,47.0,0.6
57,Iraq,316,,27.0,,75.0,214,,8.0,0.7
58,Dominican Republic,312,,6.0,,3.0,303,,29.0,0.6
59,Serbia,303,,4.0,1.0,15.0,284,21.0,35.0,0.5
60,Armenia,265,16.0,,,16.0,249,6.0,89.0,
61,Algeria,264,,19.0,,65.0,180,,6.0,0.4
62,Lithuania,255,46.0,2.0,,1.0,252,1.0,94.0,0.7
63,UAE,248,,2.0,,45.0,201,2.0,25.0,0.2
64,Taiwan,235,19.0,2.0,,29.0,204,,10.0,0.08
65,Hungary,226,39.0,10.0,1.0,21.0,195,6.0,23.0,1.0
66,Bulgaria,220,2.0,3.0,,3.0,214,8.0,32.0,0.4
67,New Zealand,205,,,,22.0,183,,43.0,
68,Slovakia,204,,,,7.0,197,2.0,37.0,
69,Latvia,197,,,,1.0,196,,104.0,
70,Kuwait,191,,,,39.0,152,5.0,45.0,
71,Uruguay,189,,,,,189,3.0,54.0,
72,San Marino,187,,21.0,,4.0,162,12.0,5511.0,619.0
73,Costa Rica,177,,2.0,,2.0,173,4.0,35.0,0.4
74,Morocco,170,,5.0,,6.0,159,1.0,5.0,0.1
75,Bosnia and Herzegovina,168,,3.0,,2.0,163,1.0,51.0,0.9
76,Andorra,164,,1.0,,1.0,162,7.0,2123.0,13.0
77,Jordan,154,,,,1.0,153,,15.0,
78,North Macedonia,148,,2.0,,1.0,145,1.0,71.0,1.0
79,Vietnam,134,,,,17.0,117,3.0,1.0,
80,Moldova,125,,1.0,,2.0,122,10.0,31.0,0.2
81,Cyprus,124,,3.0,,3.0,118,3.0,103.0,2.0
82,Albania,123,,5.0,,10.0,108,2.0,43.0,2.0
83,Faeroe Islands,122,,,,33.0,89,,2497.0,
84,Burkina Faso,114,,4.0,,7.0,103,,5.0,0.2
85,Tunisia,114,,4.0,,1.0,109,11.0,10.0,0.3
86,Malta,110,,,,2.0,108,1.0,249.0,
87,Brunei,104,,,,2.0,102,2.0,238.0,
88,Ukraine,102,,3.0,,1.0,98,,2.0,0.07
89,Sri Lanka,102,,,,2.0,100,2.0,5.0,
90,Oman,99,15.0,,,17.0,82,,19.0,
91,Réunion,94,,,,1.0,93,,105.0,
92,Cambodia,93,2.0,,,4.0,89,1.0,6.0,
93,Venezuela,91,7.0,,,15.0,76,2.0,3.0,
94,Azerbaijan,87,,1.0,,10.0,76,6.0,9.0,0.1
95,Senegal,86,,,,8.0,78,,5.0,
96,Belarus,81,,,,22.0,59,,9.0,
97,Kazakhstan,79,7.0,,,,79,,4.0,
98,Afghanistan,74,,1.0,,1.0,72,,2.0,0.03
99,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
100,Georgia,73,3.0,,,10.0,63,1.0,18.0,
101,Ivory Coast,73,,,,2.0,71,,3.0,
102,Cameroon,66,,1.0,,2.0,63,,2.0,0.04
103,Palestine,60,,,,16.0,44,,12.0,
104,Martinique,57,,1.0,,,56,7.0,152.0,3.0
105,Trinidad and Tobago,57,,,,,57,,41.0,
106,Uzbekistan,55,5.0,,,,55,4.0,2.0,
107,Ghana,53,,2.0,,,51,,2.0,0.06
108,Montenegro,52,5.0,1.0,,,51,,83.0,2.0
109,Liechtenstein,51,,,,,51,,1338.0,
110,Cuba,48,,1.0,,1.0,46,2.0,4.0,0.09
111,Nigeria,46,2.0,1.0,,2.0,43,,0.2,0.0
112,DRC,45,,2.0,,,43,,0.5,0.02
113,Mauritius,42,,2.0,,,40,1.0,33.0,2.0
114,Kyrgyzstan,42,,,,,42,,6.0,
115,Rwanda,40,,,,,40,,3.0,
116,Bangladesh,39,,5.0,1.0,7.0,27,,0.2,0.03
117,Paraguay,37,10.0,3.0,1.0,,34,1.0,5.0,0.4
118,Channel Islands,36,,,,,36,,207.0,
119,Honduras,36,6.0,,,,36,,4.0,
120,Mayotte,36,,,,,36,,132.0,
121,Bolivia,32,3.0,,,,32,,3.0,
122,Macao,29,,,,10.0,19,,45.0,
123,Jamaica,25,4.0,1.0,,2.0,22,,8.0,0.3
124,French Polynesia,25,,,,,25,,89.0,
125,Kenya,25,,,,,25,,0.5,
126,Monaco,23,,,,1.0,22,,586.0,
127,French Guiana,23,,,,6.0,17,,77.0,
128,Isle of Man,23,,,,,23,,270.0,
129,Guatemala,21,,1.0,,,20,,1.0,0.06
130,Togo,20,,,,1.0,19,,2.0,
131,Madagascar,19,2.0,,,,19,,0.7,
132,Barbados,18,,,,,18,,63.0,
133,Aruba,17,,,,1.0,16,,159.0,
134,Gibraltar,15,,,,5.0,10,,445.0,
135,Maldives,13,,,,5.0,8,,24.0,
136,Ethiopia,12,,,,,12,,0.1,
137,New Caledonia,12,2.0,,,,12,,42.0,
138,Tanzania,12,,,,,12,,0.2,
139,Mongolia,10,,,,,10,,3.0,
140,El Salvador,9,4.0,,,,9,,1.0,
141,Equatorial Guinea,9,,,,,9,,6.0,
142,Uganda,9,,,,,9,,0.2,
143,Saint Martin,8,,,,,8,,207.0,
144,Dominica,7,,,,,7,,97.0,
145,Haiti,7,,,,,7,,0.6,
146,Namibia,7,,,,2.0,5,,3.0,
147,Seychelles,7,,,,,7,,71.0,
148,Suriname,7,,,,,7,,12.0,
149,Cayman Islands,6,,1.0,,,5,,91.0,15.0
150,Curaçao,6,,1.0,,,5,,37.0,6.0
151,Gabon,6,,1.0,,,5,,3.0,0.4
152,Benin,6,,,,,6,,0.5,
153,Bermuda,6,,,,,6,,96.0,
154,Guyana,5,,1.0,,,4,,6.0,1.0
155,Bahamas,5,,,,1.0,4,,13.0,
156,Fiji,5,1.0,,,,5,,6.0,
157,Greenland,5,,,,2.0,3,,88.0,
158,Congo,4,,,,,4,,0.7,
159,Guinea,4,,,,,4,,0.3,
160,Vatican City,4,,,,,4,,4994.0,
161,Eswatini,4,,,,,4,,3.0,
162,Cabo Verde,3,,1.0,,,2,,5.0,2.0
163,Gambia,3,,1.0,,,2,,1.0,0.4
164,Sudan,3,,1.0,,,2,,0.07,0.02
165,Zimbabwe,3,,1.0,,,2,,0.2,0.07
166,Nepal,3,1.0,,,1.0,2,,0.1,
167,Angola,3,,,,,3,,0.09,
168,Antigua and Barbuda,3,,,,,3,,31.0,
169,CAR,3,,,,,3,,0.6,
170,Chad,3,,,,,3,,0.2,
171,Djibouti,3,,,,,3,,3.0,
172,Liberia,3,,,,,3,,0.6,
173,Mozambique,3,,,,,3,,0.1,
174,Myanmar,3,,,,,3,,0.06,
175,Niger,3,,,,,3,,0.1,
176,St. Barth,3,,,,,3,,304.0,
177,Saint Lucia,3,,,,,3,,16.0,
178,Zambia,3,,,,,3,,0.2,
179,Bhutan,2,,,,,2,,3.0,
180,Laos,2,,,,,2,,0.3,
181,Mauritania,2,,,,,2,,0.4,
182,Nicaragua,2,,,,,2,,0.3,
183,Sint Maarten,2,,,,,2,,47.0,
184,Belize,1,,,,,1,,3.0,
185,Eritrea,1,,,,,1,,0.3,
186,Grenada,1,,,,,1,,9.0,
187,Libya,1,,,,,1,,0.1,
188,Montserrat,1,,,,,1,,200.0,
189,Papua New Guinea,1,,,,,1,,0.1,
190,St. Vincent Grenadines,1,,,,,1,,9.0,
191,Somalia,1,,,,,1,,0.06,
192,Syria,1,,,,,1,,0.06,
193,Timor-Leste,1,,,,,1,,0.8,
194,Turks and Caicos,1,,,,,1,,26.0,
195,Total:,423667,1115.0,18912.0,22.0,109154.0,295601,13102.0,54.4,2.4
